,HM43_UR,HM43_UTI,HM43_LB,HM43_mouse,HM56_UTI,HM56_LB,HM56_UR,HM56_mouse,HM86_LB,HM86_UR,HM86_UTI,HM86_mouse
79296_metJ,1256.0,333.0,3713.0,241.0,1271.0,3949.0,2882.0,954.0,2491.0,1431.0,578.0,987.0
78919_eptB,879.0,258.0,624.0,113.0,288.0,644.0,1889.0,379.0,435.0,2021.0,108.0,425.0
78775_mrcA,795.0,912.0,5475.0,521.0,1824.0,6715.0,2033.0,1240.0,5545.0,3059.0,987.0,1466.0
76244_ybhN,1439.0,12.0,924.0,17.0,11.0,122.0,1337.0,35.0,43.0,475.0,6.0,18.0
77503_wcaD,128.0,10.0,73.0,37.0,15.0,59.0,136.0,69.0,29.0,118.0,2.0,75.0
78909_bcsE,10103.0,748.0,12923.0,265.0,827.0,17403.0,24481.0,1832.0,16695.0,20825.0,475.0,1128.0
78678_rpmJ,6635.0,6144.0,22194.0,1862.0,13813.0,82861.0,16655.0,7552.0,70787.0,18818.0,4830.0,10919.0
79211_pepQ,9331.0,2300.0,19525.0,967.0,4466.0,33576.0,25489.0,3477.0,24557.0,26945.0,1876.0,4162.0
76776_ycjS,130.0,8.0,179.0,18.0,22.0,153.0,386.0,69.0,80.0,265.0,9.0,55.0
78234_ygdB,72.0,5.0,138.0,6.0,15.0,106.0,165.0,32.0,104.0,210.0,6.0,59.0
79457_pmrR,740.0,111.0,468.0,301.0,110.0,924.0,972.0,270.0,390.0,354.0,26.0,470.0
76403_ycbX,2973.0,933.0,2405.0,213.0,1124.0,7811.0,8377.0,1262.0,6388.0,8265.0,747.0,1048.0
76548_fabF,23718.0,10939.0,77315.0,5034.0,32233.0,162082.0,57046.0,21938.0,139407.0,92685.0,9160.0,24419.0
79493_efp,3875.0,1845.0,16938.0,727.0,3869.0,13025.0,4434.0,1413.0,16990.0,4352.0,2071.0,3218.0
77849_ptsI,164617.0,21437.0,188238.0,10793.0,33538.0,185008.0,274919.0,41010.0,150676.0,191762.0,19116.0,45950.0
78430_nudF,4862.0,511.0,9935.0,299.0,1031.0,7276.0,8596.0,1082.0,5717.0,8071.0,425.0,1248.0
79135_hdfR,5542.0,320.0,2227.0,268.0,723.0,4802.0,15054.0,1217.0,4260.0,10517.0,205.0,1886.0
77982_yphD,128.0,8.0,100.0,10.0,12.0,125.0,165.0,30.0,161.0,270.0,13.0,73.0
78209_sdaC,381.0,3500.0,15780.0,1842.0,12579.0,17893.0,1489.0,2170.0,18438.0,1774.0,3431.0,7683.0
78556_pnp,42059.0,14245.0,118432.0,7966.0,36019.0,237431.0,125304.0,15160.0,120086.0,109427.0,8198.0,20770.0
78118_srlD,82460.0,1041.0,1433.0,785.0,447.0,777.0,7327.0,8790.0,152.0,4800.0,104.0,333.0
78787_feoA,1129.0,521.0,2029.0,731.0,777.0,12044.0,6111.0,5444.0,9156.0,3621.0,189.0,2993.0
78083_gabP,5660.0,19.0,4972.0,29.0,39.0,261.0,20359.0,79.0,126.0,3282.0,7.0,40.0
79229_glnA,1806.0,2575.0,3452.0,1843.0,5978.0,79568.0,86079.0,8492.0,59838.0,156013.0,5954.0,4712.0
78740_pabA,845.0,83.0,1272.0,83.0,137.0,599.0,740.0,106.0,1095.0,745.0,122.0,245.0
75878_brnQ,3173.0,1463.0,2680.0,533.0,3240.0,2646.0,2498.0,738.0,2720.0,2250.0,1886.0,1215.0
79128_rbsA,1357.0,511.0,2442.0,345.0,181.0,1707.0,3975.0,1357.0,749.0,5241.0,171.0,2611.0
79182_corA,5156.0,1652.0,14523.0,1053.0,2830.0,12384.0,5905.0,2225.0,7501.0,3704.0,1151.0,2419.0
79213_trkH,2747.0,608.0,4130.0,403.0,1428.0,6100.0,5049.0,1116.0,5108.0,4882.0,566.0,1222.0
76230_bioA,79.0,57.0,74.0,35.0,119.0,86.0,120.0,62.0,88.0,103.0,374.0,91.0
2699_Putative_membrane_pr..,444.0,63.0,402.0,67.0,144.0,890.0,1392.0,255.0,233.0,455.0,20.0,74.0
78783_envZ,2453.0,245.0,3787.0,376.0,1117.0,5689.0,7980.0,1314.0,4108.0,5779.0,439.0,1375.0
75547_surA,12596.0,3127.0,18162.0,1110.0,4065.0,25677.0,23007.0,3548.0,18848.0,25149.0,2105.0,4067.0
78765_rpe,4063.0,457.0,9641.0,514.0,1092.0,11763.0,8769.0,1399.0,9416.0,7834.0,356.0,1529.0
78700_rpsJ,3590.0,16730.0,43408.0,4812.0,46619.0,128737.0,12627.0,15020.0,130021.0,25650.0,16095.0,25027.0
79734_arcA,21375.0,1049.0,27295.0,1133.0,1526.0,18177.0,28834.0,3407.0,11285.0,12519.0,729.0,3566.0
75893_nusB,2636.0,1233.0,11737.0,410.0,3044.0,10140.0,5599.0,1232.0,8752.0,7980.0,1522.0,2429.0
77763_yfcJ,160.0,112.0,311.0,154.0,547.0,524.0,273.0,230.0,550.0,348.0,177.0,196.0
76266_glnP,4475.0,325.0,3595.0,484.0,1636.0,6762.0,8879.0,2581.0,4595.0,7951.0,1037.0,1233.0
79276_cdh,376.0,290.0,833.0,118.0,1076.0,2610.0,484.0,548.0,2145.0,584.0,292.0,346.0
79306_frwC,2250.0,29.0,450.0,79.0,37.0,371.0,11346.0,166.0,260.0,572.0,14.0,456.0
77177_rplT,13019.0,6277.0,41577.0,4457.0,10422.0,130274.0,32068.0,14645.0,112859.0,52082.0,4691.0,20104.0
79067_cbrA,298.0,43.0,438.0,24.0,20.0,271.0,260.0,48.0,187.0,150.0,21.0,45.0
79078_dnaN,6016.0,2151.0,16655.0,2191.0,6806.0,31363.0,22552.0,5833.0,27096.0,23467.0,3003.0,7440.0
79044_uhpB,74.0,115.0,496.0,259.0,578.0,1040.0,249.0,426.0,552.0,360.0,208.0,446.0
76047_cusB,49.0,4.0,43.0,24.0,16.0,65.0,94.0,60.0,29.0,64.0,7.0,41.0
76067_fepB,4666.0,852.0,1706.0,214.0,773.0,2532.0,13061.0,1178.0,1804.0,13917.0,590.0,1318.0
76557_ycfL,7738.0,357.0,8101.0,209.0,700.0,10759.0,12266.0,1198.0,6662.0,8961.0,306.0,1115.0
78079_csiD,10698.0,13.0,18973.0,64.0,44.0,1308.0,49421.0,169.0,363.0,10719.0,6.0,84.0
78404_exbB,17111.0,3993.0,9753.0,852.0,2605.0,9156.0,30080.0,3337.0,5883.0,30070.0,1266.0,3454.0
78835_panZ,521.0,67.0,1907.0,46.0,288.0,2498.0,897.0,124.0,2819.0,1666.0,193.0,399.0
78543_yraR,3088.0,103.0,1877.0,199.0,142.0,1723.0,4936.0,308.0,1194.0,2015.0,57.0,325.0
76703_clsA,8410.0,616.0,4817.0,370.0,1319.0,5262.0,11528.0,1785.0,3341.0,6549.0,404.0,1260.0
76241_moaE,5309.0,327.0,2638.0,341.0,657.0,2044.0,5989.0,631.0,1735.0,3924.0,288.0,985.0
79320_fabR,5525.0,707.0,7534.0,438.0,403.0,7095.0,5200.0,979.0,8512.0,10521.0,414.0,2333.0
78989_envC,1689.0,899.0,4389.0,477.0,3252.0,7137.0,5181.0,1331.0,5023.0,5050.0,1303.0,1717.0
75684_yaeP,3434.0,155.0,3819.0,101.0,114.0,2731.0,3875.0,221.0,1954.0,1786.0,80.0,471.0
78320_argP,1467.0,310.0,1229.0,93.0,311.0,2814.0,2621.0,285.0,2862.0,4155.0,216.0,549.0
3428_Putative_ATP-binding..,142.0,32.0,340.0,30.0,24.0,254.0,452.0,126.0,129.0,169.0,12.0,65.0
79424_yjcO,1619.0,389.0,5569.0,183.0,378.0,3350.0,4912.0,815.0,6966.0,11788.0,260.0,780.0
78130_hycI,1014.0,64.0,1286.0,87.0,58.0,927.0,1386.0,269.0,990.0,1665.0,89.0,420.0
78682_rpsE,18004.0,27562.0,107123.0,12233.0,66175.0,230139.0,27811.0,18157.0,180506.0,38646.0,18187.0,43697.0
76769_pspE,3242.0,448.0,14467.0,238.0,252.0,5999.0,6960.0,1395.0,3896.0,10444.0,192.0,3032.0
77815_yfdY,1865.0,95.0,1099.0,96.0,77.0,1134.0,1165.0,173.0,1019.0,744.0,28.0,360.0
77526_mdtD,479.0,62.0,418.0,52.0,71.0,336.0,819.0,51.0,425.0,949.0,45.0,97.0
77954_pbpC,1661.0,144.0,1164.0,208.0,320.0,1296.0,2323.0,466.0,862.0,2151.0,110.0,415.0
75916_lon,29493.0,11857.0,87017.0,3647.0,10969.0,156981.0,61369.0,14426.0,109691.0,61726.0,5165.0,18764.0
77171_btuE,11488.0,790.0,16417.0,225.0,153.0,1208.0,2669.0,185.0,6400.0,17088.0,567.0,1090.0
78309_gcvT,84905.0,1225.0,95216.0,1141.0,857.0,55722.0,154617.0,5298.0,40562.0,203047.0,629.0,8847.0
76204_pal,14298.0,5680.0,70629.0,1492.0,4852.0,141924.0,25834.0,5245.0,129010.0,44225.0,3462.0,7262.0
79418_nrfC,11.0,2.0,25.0,41.0,2.0,16.0,28.0,77.0,23.0,32.0,1.0,126.0
77330_nudB,2272.0,894.0,4270.0,431.0,2232.0,12632.0,5850.0,2093.0,9195.0,6910.0,666.0,1510.0
77737_ackA,9550.0,17423.0,20845.0,5982.0,43737.0,25106.0,21050.0,10436.0,24692.0,17570.0,10142.0,29657.0
3930_Hypothetical_protein,739.0,143.0,1559.0,109.0,556.0,2242.0,2016.0,382.0,1394.0,1877.0,134.0,463.0
75548_lptD,30106.0,7016.0,37858.0,2393.0,10575.0,59037.0,69148.0,8849.0,45829.0,62929.0,4760.0,8403.0
3435_Hypothetical_protein,196.0,9.0,331.0,18.0,17.0,168.0,354.0,63.0,95.0,363.0,9.0,52.0
4933_Putative_membrane-bo..,100.0,4.0,63.0,25.0,11.0,29.0,60.0,35.0,30.0,64.0,5.0,14.0
77306_holE,596.0,290.0,1295.0,79.0,373.0,884.0,669.0,200.0,679.0,471.0,221.0,182.0
78570_yhbY,1871.0,1612.0,8470.0,362.0,2281.0,3993.0,2944.0,1179.0,3967.0,3620.0,1819.0,1573.0
79484_dcuA,3746.0,1092.0,9532.0,1220.0,831.0,7832.0,2035.0,1609.0,7124.0,2255.0,448.0,4672.0
75928_amtB,2690.0,194.0,1489.0,244.0,298.0,3719.0,22645.0,1161.0,846.0,15179.0,87.0,340.0
79399_tyrB,8866.0,1980.0,12184.0,617.0,2115.0,33410.0,35263.0,4812.0,38801.0,46662.0,1418.0,4117.0
76564_comR,2111.0,291.0,2818.0,199.0,300.0,4031.0,3354.0,932.0,2897.0,2585.0,224.0,933.0
78419_ygiV,272.0,28.0,818.0,34.0,114.0,1581.0,2939.0,328.0,651.0,1055.0,22.0,206.0
77162_fadK,230.0,22.0,388.0,22.0,46.0,293.0,454.0,46.0,86.0,276.0,21.0,45.0
78981_lldD,6533.0,309.0,2010.0,209.0,128.0,24368.0,6559.0,689.0,49275.0,10246.0,146.0,2458.0
79372_yjbF,8.0,4.0,48.0,6.0,15.0,49.0,31.0,21.0,63.0,41.0,8.0,236.0
75795_betI,5805.0,224.0,3070.0,277.0,613.0,7468.0,11593.0,1066.0,5748.0,6569.0,466.0,1027.0
77955_yfhM,12100.0,1350.0,16496.0,706.0,1827.0,19859.0,30442.0,3489.0,14444.0,27854.0,1075.0,3729.0
78660_aroE,8053.0,1135.0,9471.0,734.0,1845.0,13826.0,13623.0,1728.0,14806.0,18574.0,1014.0,2124.0
78040_trmD,23164.0,76631.0,217752.0,14241.0,179337.0,999239.0,129846.0,86852.0,846962.0,215712.0,88721.0,71142.0
78874_gor,5909.0,1647.0,15333.0,788.0,2638.0,19843.0,16612.0,731.0,16251.0,13648.0,892.0,4000.0
76494_csgD,600.0,17.0,469.0,15.0,11.0,670.0,1536.0,93.0,109.0,180.0,6.0,30.0
79397_dnaB,2892.0,1276.0,5854.0,556.0,3129.0,12911.0,11002.0,2351.0,4657.0,3434.0,885.0,1274.0
78666_fmt,6730.0,3536.0,10260.0,950.0,4091.0,13801.0,13095.0,2386.0,13580.0,14449.0,2907.0,3384.0
77083_malY,1162.0,193.0,2101.0,146.0,171.0,2879.0,2195.0,412.0,2798.0,2751.0,115.0,709.0
76722_yciO,5486.0,1357.0,7241.0,368.0,1240.0,6658.0,8855.0,1499.0,5058.0,5367.0,457.0,1014.0
76107_rlpA,2543.0,640.0,5662.0,256.0,1921.0,9283.0,5967.0,1017.0,5988.0,5242.0,722.0,941.0
4665_Hypothetical_protein,62.0,5.0,162.0,7.0,13.0,113.0,93.0,21.0,124.0,153.0,4.0,25.0
77767_epmC,2075.0,723.0,4910.0,265.0,982.0,8861.0,4868.0,704.0,6032.0,8071.0,463.0,957.0
79115_atpF,14214.0,6870.0,119276.0,4187.0,18057.0,161826.0,27815.0,12756.0,138177.0,50094.0,6600.0,24151.0
79726_trpR,461.0,74.0,797.0,43.0,174.0,392.0,1098.0,61.0,328.0,1304.0,65.0,175.0
76900_ydcT,2352.0,20.0,2725.0,28.0,28.0,427.0,5600.0,93.0,141.0,1268.0,4.0,48.0
75574_ilvH,2227.0,152.0,250.0,48.0,76.0,344.0,3167.0,106.0,182.0,2241.0,78.0,93.0
75869_ppnP,2452.0,139.0,1147.0,63.0,98.0,938.0,1353.0,104.0,947.0,704.0,61.0,289.0
79343_thiC,351.0,100.0,321.0,255.0,278.0,817.0,818.0,271.0,602.0,625.0,66.0,614.0
79027_trmH,572.0,432.0,1794.0,226.0,892.0,5210.0,3943.0,1073.0,3426.0,2755.0,549.0,649.0
76700_oppD,1608.0,717.0,5809.0,535.0,705.0,14079.0,3325.0,1329.0,8034.0,5057.0,474.0,757.0
75936_hha,9014.0,1212.0,4233.0,921.0,1124.0,7932.0,14928.0,3522.0,12597.0,28402.0,1347.0,3115.0
78395_hybB,179.0,99.0,2387.0,508.0,290.0,2073.0,348.0,845.0,1074.0,192.0,23.0,1187.0
77630_yejK,3505.0,1715.0,16946.0,666.0,3452.0,24046.0,7776.0,2759.0,22140.0,7026.0,1329.0,2676.0
79403_yjbR,2465.0,138.0,2688.0,156.0,130.0,1505.0,6067.0,480.0,1188.0,2490.0,57.0,355.0
75646_fhuD,955.0,518.0,643.0,185.0,1078.0,1618.0,2537.0,511.0,802.0,2835.0,326.0,437.0
76786_mpaA,613.0,28.0,815.0,30.0,96.0,617.0,966.0,86.0,147.0,364.0,19.0,49.0
76318_artM,2382.0,516.0,3376.0,156.0,1433.0,2539.0,4470.0,880.0,1316.0,3911.0,1044.0,384.0
76540_yceF,6492.0,395.0,10050.0,179.0,352.0,4009.0,9915.0,862.0,3687.0,9019.0,208.0,848.0
78486_sstT,3712.0,1195.0,2680.0,385.0,629.0,1207.0,3806.0,336.0,871.0,5958.0,788.0,398.0
77352_cheW,5202.0,191.0,42094.0,52.0,35.0,20548.0,5981.0,133.0,1205.0,780.0,16.0,136.0
78488_uxaA,6348.0,229.0,1766.0,656.0,84.0,1047.0,14957.0,2366.0,759.0,17253.0,85.0,1871.0
478_Hypothetical_protein,52.0,15.0,39.0,15.0,89.0,122.0,88.0,49.0,55.0,74.0,20.0,30.0
76577_potC,924.0,582.0,2515.0,184.0,1478.0,6210.0,1821.0,464.0,4620.0,1487.0,566.0,766.0
75897_dxs,1972.0,1315.0,6627.0,493.0,2955.0,13686.0,5478.0,1452.0,10809.0,8435.0,1264.0,1807.0
76638_dsbB,408.0,224.0,816.0,76.0,430.0,1114.0,713.0,167.0,1124.0,659.0,134.0,192.0
78940_xylA,43900.0,723.0,1802.0,495.0,161.0,1113.0,643712.0,1967.0,1118.0,660355.0,640.0,1871.0
78160_ispD,681.0,247.0,2755.0,189.0,1042.0,4594.0,2768.0,586.0,2252.0,1980.0,337.0,555.0
76571_lolE,6018.0,1157.0,6713.0,401.0,1998.0,8268.0,9464.0,1022.0,5526.0,8082.0,825.0,1414.0
79736_yjtD,3749.0,301.0,3969.0,147.0,360.0,2763.0,4487.0,420.0,2435.0,3512.0,200.0,558.0
76210_aroG,13844.0,2973.0,2950.0,416.0,2905.0,18736.0,56670.0,3883.0,12280.0,36589.0,2126.0,2222.0
77075_ydgA,37910.0,3095.0,55205.0,1053.0,6005.0,64110.0,103416.0,3509.0,55782.0,70167.0,2213.0,4445.0
76660_dauA,559.0,587.0,2129.0,518.0,1717.0,9524.0,2162.0,1243.0,5802.0,2915.0,488.0,1391.0
77694_arnC,1717.0,118.0,1606.0,54.0,96.0,4108.0,2595.0,128.0,2080.0,632.0,26.0,31.0
77514_dgcE,3172.0,247.0,3405.0,155.0,297.0,2468.0,7229.0,423.0,2483.0,8848.0,270.0,645.0
78634_yhdP,5299.0,1095.0,5990.0,1011.0,2110.0,8773.0,11301.0,1941.0,6479.0,10284.0,725.0,2782.0
78162_ygbE,2705.0,251.0,1969.0,63.0,319.0,2331.0,6172.0,327.0,1883.0,3872.0,160.0,305.0
77353_cheA,7176.0,312.0,49651.0,65.0,43.0,25724.0,5745.0,121.0,1323.0,699.0,38.0,106.0
76361_ycaO,689.0,3012.0,2916.0,565.0,6667.0,23587.0,1898.0,1621.0,21262.0,3457.0,2863.0,2441.0
76570_lolD,681.0,202.0,1202.0,107.0,392.0,2186.0,1257.0,225.0,1930.0,1944.0,211.0,450.0
76176_nei,1581.0,306.0,1604.0,111.0,352.0,1975.0,2603.0,353.0,1757.0,2575.0,272.0,310.0
78186_ygcW,20.0,7.0,84.0,11.0,11.0,164.0,105.0,18.0,599.0,605.0,9.0,85.0
77367_yecJ,1565.0,2549.0,5421.0,291.0,1843.0,3844.0,1287.0,520.0,7489.0,3144.0,1554.0,772.0
78574_yhbE,1010.0,2732.0,2201.0,691.0,6066.0,9225.0,3342.0,1682.0,8180.0,3901.0,2470.0,2407.0
77909_tmcA,2232.0,353.0,3494.0,249.0,1016.0,5510.0,6054.0,710.0,3784.0,5817.0,445.0,1032.0
76874_hrpA,7427.0,1569.0,8794.0,941.0,3514.0,14336.0,15374.0,3157.0,12029.0,15984.0,1508.0,3830.0
77357_flhD,708.0,410.0,3923.0,143.0,350.0,5925.0,2020.0,836.0,3759.0,2170.0,264.0,445.0
77060_mdtI,39.0,24.0,197.0,120.0,48.0,276.0,22.0,68.0,198.0,18.0,9.0,147.0
77307_yobB,1260.0,288.0,2855.0,80.0,250.0,1519.0,3068.0,503.0,974.0,2261.0,107.0,246.0
77223_topB,9284.0,1180.0,7266.0,1167.0,2556.0,10924.0,11068.0,2331.0,7835.0,13884.0,964.0,3239.0
77573_yehX,2336.0,20.0,2700.0,57.0,34.0,686.0,3234.0,97.0,181.0,1627.0,9.0,55.0
76995_dcp,4832.0,918.0,14893.0,359.0,1222.0,12732.0,10808.0,1780.0,8497.0,7272.0,555.0,1238.0
79310_frwD,610.0,14.0,252.0,42.0,24.0,155.0,1623.0,57.0,100.0,416.0,9.0,165.0
79041_adeD,780.0,287.0,999.0,189.0,638.0,4108.0,1534.0,467.0,2640.0,1515.0,211.0,1083.0
76262_mcbA,3435.0,146.0,2216.0,22.0,58.0,651.0,8811.0,210.0,238.0,3582.0,15.0,77.0
76212_galM,3515.0,788.0,12697.0,395.0,1442.0,17863.0,7797.0,1756.0,11165.0,9773.0,833.0,2114.0
77728_nuoB,9493.0,2390.0,25298.0,970.0,4090.0,36343.0,19554.0,3660.0,36799.0,21529.0,2403.0,3806.0
11205_hypothetical_protein,17.0,2.0,45.0,3.0,2.0,25.0,21.0,11.0,32.0,25.0,0.0,16.0
78870_dtpB,690.0,26.0,11353.0,170.0,145.0,8675.0,2455.0,741.0,3440.0,358.0,7.0,2377.0
79600_valS,15562.0,6920.0,36048.0,3227.0,12897.0,68751.0,34442.0,9057.0,53847.0,29962.0,4873.0,11645.0
78871_rsmJ,624.0,64.0,1239.0,76.0,83.0,1277.0,902.0,129.0,916.0,768.0,70.0,192.0
78394_hybC,1469.0,233.0,4534.0,831.0,444.0,3142.0,1655.0,1276.0,3308.0,1886.0,203.0,3824.0
75987_ybbY,427.0,18.0,659.0,40.0,6.0,108.0,368.0,85.0,86.0,263.0,7.0,261.0
78048_recN,2253.0,559.0,5842.0,654.0,1295.0,6502.0,5486.0,863.0,5899.0,6441.0,531.0,1928.0
77807_evgA,1970.0,413.0,1770.0,375.0,1041.0,3235.0,12744.0,1437.0,1377.0,8729.0,351.0,819.0
78672_yhdN,7512.0,649.0,7618.0,462.0,796.0,5230.0,8963.0,1843.0,3343.0,5703.0,241.0,1946.0
76901_ydcU,418.0,2.0,612.0,4.0,1.0,78.0,644.0,17.0,33.0,260.0,1.0,13.0
77138_lpp,92874.0,6450.0,243016.0,2783.0,9785.0,72555.0,34768.0,5161.0,38642.0,26735.0,1526.0,7572.0
77958_pepB,5122.0,691.0,24230.0,409.0,1597.0,19739.0,9627.0,1072.0,11601.0,13225.0,342.0,1522.0
76912_yncE,27938.0,15573.0,3774.0,1837.0,11605.0,13744.0,73215.0,8261.0,10750.0,156091.0,9081.0,10480.0
78967_yibF,1094.0,29.0,1294.0,34.0,35.0,385.0,1664.0,67.0,231.0,989.0,21.0,128.0
76200_tolQ,3500.0,1759.0,12209.0,718.0,2003.0,24896.0,9630.0,2843.0,25768.0,17543.0,1284.0,3121.0
77082_malX,938.0,92.0,1778.0,95.0,63.0,1596.0,1308.0,345.0,2438.0,2451.0,53.0,555.0
78980_lldR,1908.0,129.0,377.0,50.0,52.0,7301.0,2969.0,316.0,13929.0,4400.0,68.0,738.0
76386_asnS,8568.0,3943.0,22716.0,1454.0,7153.0,47874.0,15736.0,3619.0,54170.0,23777.0,4215.0,7265.0
76413_ompA,530453.0,51619.0,779423.0,17461.0,137442.0,1614054.0,1052652.0,99893.0,1501625.0,1068637.0,50889.0,131797.0
2367_Putative_thioesteras..,6937.0,1412.0,44.0,942.0,549.0,41.0,3928.0,2912.0,29.0,31601.0,442.0,2006.0
79604_lptG,4746.0,1024.0,7169.0,641.0,2154.0,8662.0,6428.0,989.0,3741.0,3421.0,558.0,1147.0
79373_yjbG,7.0,0.0,21.0,5.0,7.0,36.0,21.0,17.0,38.0,31.0,1.0,148.0
77390_amyA,39749.0,325.0,80745.0,279.0,169.0,14464.0,82433.0,593.0,6389.0,39034.0,82.0,650.0
76465_rutG,345.0,22.0,259.0,28.0,29.0,266.0,3728.0,120.0,165.0,1616.0,8.0,83.0
76335_macA,6476.0,717.0,4511.0,522.0,536.0,2905.0,7709.0,883.0,3109.0,8915.0,303.0,962.0
76589_icd,125802.0,11108.0,151952.0,2418.0,8970.0,533005.0,408465.0,19782.0,316175.0,344701.0,4907.0,14821.0
78918_dppA,28817.0,5300.0,11529.0,1019.0,1243.0,6685.0,88349.0,3082.0,3614.0,90558.0,2744.0,1090.0
78358_yggW,1616.0,1260.0,3854.0,391.0,1596.0,4947.0,2687.0,845.0,7884.0,5855.0,904.0,1457.0
75559_yabI,1604.0,78.0,1642.0,111.0,237.0,772.0,1537.0,153.0,1179.0,2013.0,202.0,724.0
79606_idnR,1815.0,136.0,859.0,80.0,176.0,829.0,1792.0,514.0,543.0,2529.0,106.0,137.0
78092_ygaM,15185.0,37.0,7849.0,73.0,97.0,2145.0,25864.0,607.0,1477.0,16117.0,43.0,257.0
78103_emrA,687.0,760.0,2654.0,429.0,3510.0,11712.0,4570.0,1523.0,6958.0,4322.0,1043.0,1162.0
78993_kbl,9914.0,2615.0,63645.0,1094.0,3764.0,78802.0,11822.0,1681.0,85492.0,23729.0,1970.0,6667.0
77424_hprR,3116.0,683.0,1355.0,379.0,647.0,2192.0,5086.0,1021.0,968.0,2907.0,235.0,960.0
77644_napB,44.0,19.0,119.0,161.0,60.0,524.0,53.0,219.0,477.0,44.0,33.0,934.0
76290_pdeI,440.0,382.0,1437.0,264.0,655.0,6093.0,491.0,564.0,2217.0,823.0,347.0,814.0
76982_yneJ,678.0,122.0,932.0,47.0,168.0,1450.0,1981.0,348.0,499.0,607.0,83.0,99.0
77453_yeeX,8721.0,3253.0,7778.0,590.0,8080.0,19655.0,20361.0,8266.0,22606.0,18865.0,2957.0,2988.0
76744_pdeR,25373.0,285.0,36895.0,378.0,546.0,10571.0,32637.0,990.0,5794.0,11430.0,117.0,629.0
75995_ybcF,82.0,15.0,156.0,120.0,11.0,210.0,187.0,183.0,107.0,152.0,11.0,744.0
77170_btuD,2604.0,236.0,3537.0,131.0,381.0,1685.0,3670.0,393.0,1422.0,3399.0,248.0,340.0
78591_lptB,8685.0,1397.0,15923.0,1038.0,2892.0,19165.0,22186.0,2836.0,19009.0,24328.0,1244.0,4260.0
78161_ftsB,1708.0,1440.0,3328.0,262.0,4049.0,4447.0,4619.0,1076.0,3328.0,3937.0,1639.0,910.0
78020_trxC,853.0,1535.0,1621.0,455.0,741.0,1715.0,1482.0,1253.0,1159.0,910.0,542.0,1359.0
76160_kdpB,107.0,14.0,215.0,41.0,29.0,224.0,273.0,60.0,171.0,230.0,15.0,80.0
2235_Hypothetical_protein,1466.0,36.0,5804.0,5.0,0.0,2912.0,1038.0,21.0,116.0,110.0,3.0,8.0
76768_pspD,757.0,286.0,622.0,48.0,98.0,564.0,721.0,203.0,327.0,468.0,68.0,212.0
78407_yqhC,668.0,177.0,1090.0,92.0,291.0,2110.0,1111.0,447.0,1551.0,1139.0,162.0,356.0
76185_sdhD,5785.0,100.0,27283.0,78.0,26.0,14435.0,3141.0,190.0,11089.0,3888.0,43.0,207.0
3687_Putative_iron_compou..,631.0,189.0,96.0,87.0,190.0,474.0,2052.0,323.0,522.0,6322.0,242.0,942.0
76645_cvrA,5373.0,669.0,4714.0,273.0,991.0,6376.0,11220.0,502.0,2777.0,11385.0,540.0,850.0
75685_yaeQ,1630.0,321.0,2237.0,117.0,1137.0,4622.0,4992.0,761.0,4782.0,5685.0,375.0,787.0
79186_yigI,2578.0,235.0,4034.0,60.0,128.0,3122.0,2225.0,137.0,1364.0,1524.0,130.0,125.0
78131_hycH,220.0,15.0,347.0,43.0,17.0,275.0,450.0,151.0,247.0,362.0,25.0,114.0
76060_ybdZ,3072.0,316.0,221.0,238.0,353.0,268.0,15035.0,1195.0,300.0,23625.0,525.0,1613.0
4664_Putative_permease,131.0,19.0,196.0,26.0,45.0,179.0,182.0,66.0,147.0,214.0,27.0,69.0
77165_aroH,1838.0,1141.0,3281.0,367.0,1870.0,4100.0,7099.0,848.0,5457.0,10083.0,670.0,912.0
76522_murJ,940.0,308.0,1528.0,150.0,641.0,2032.0,846.0,278.0,2189.0,1284.0,307.0,542.0
79202_tatA,24479.0,3990.0,28722.0,1509.0,4052.0,49632.0,39545.0,5880.0,38490.0,54010.0,2414.0,7694.0
78484_ygjR,2243.0,158.0,5502.0,170.0,141.0,5718.0,4948.0,443.0,3285.0,6146.0,102.0,1043.0
76240_moaD,1987.0,57.0,1165.0,192.0,171.0,922.0,2973.0,158.0,817.0,2107.0,81.0,516.0
75846_tauA,23.0,6.0,137.0,83.0,8.0,902.0,108.0,23.0,795.0,64.0,4.0,127.0
76342_cydC,2347.0,597.0,3696.0,353.0,1105.0,5508.0,3926.0,880.0,6759.0,9371.0,677.0,1492.0
3943_yhdW,6125.0,52.0,7532.0,42.0,15.0,1114.0,2613.0,98.0,343.0,2646.0,25.0,39.0
77249_yeaL,412.0,121.0,217.0,61.0,133.0,372.0,571.0,274.0,299.0,1207.0,50.0,174.0
14895_emrK_1,328.0,30.0,136.0,84.0,37.0,170.0,252.0,158.0,69.0,141.0,18.0,149.0
79307_frwB,1067.0,18.0,234.0,54.0,19.0,123.0,2652.0,86.0,53.0,178.0,5.0,83.0
75701_gloB,6382.0,429.0,6611.0,261.0,628.0,3935.0,15425.0,1720.0,2660.0,9834.0,222.0,871.0
78422_qseC,1267.0,135.0,1034.0,102.0,200.0,1460.0,2629.0,348.0,1011.0,963.0,66.0,242.0
77206_astD,1808.0,4.0,14007.0,42.0,16.0,1859.0,4341.0,57.0,358.0,1452.0,12.0,38.0
